title,date,url,hashtag
'자기 계발'이란 이름의 또 다른 자기 착취｜'우리의 소원은 통일?' 김누리 교수｜차이나는 클라스｜JTBC 191030 방송,2022-03-27,https://www.youtube.com/watch?v=DvF0MJIlYzA,#차이나는클라스 #차이나는세계사 #김누리교수
으뜸체력 심으뜸 다산북스 책리뷰 북리뷰 책 독서 운동 황상열 편집,2021-10-08,https://www.youtube.com/watch?v=87FGd7m0_i8,#으뜸체력 #심으뜸 #운 #북리뷰 #책리뷰 #에세이 #책 #독서 #북리뷰 #마흔의인문학 #자기계발 #서평 #리뷰 #황상열 #책 #독서 #책씹는남자
[책리뷰] 성공하는 삶을 만들기 위한 두 권의 책 추천 | 독자C | 재미 MADE,2022-02-18,https://www.youtube.com/watch?v=2q_AiY5ggSc,#책추천 #책리뷰 #인생성공 #루틴
[나는 통증 없이 산다] 통증은 우리 몸이 보내는 경고 신호다 책읽어주는여자 오디오북,2021-07-07,https://www.youtube.com/watch?v=lcFzHc-Arj8,#통증 #스트레칭 #생활습관병 #책읽어주는여자 #오디오북
다이아몬드 - 우정과 연민사이 | 드라마 같은 소설 듣기 | 아크나의 오디오북 | 송경하 단편소설 | 편안한 목소리 | 전체 자막,2022-05-17,https://www.youtube.com/watch?v=4S3iOjwUcCg,#아크나오디오북 #단편소설 #드라마같은소설듣기
[북소리]#중간광고없는 #오디오북 #코난도일단편소설 #셜록홈즈 #팜므파탈 그리고 청년의 죽음,2022-02-21,https://www.youtube.com/watch?v=2qN6P4lzM1I,
데미안 - 불면증을 해방시킬 잠 잘때 듣는 이야기 (feat. 나의 해방 일지)ㅣ책 읽어주는 남자,2022-05-29,https://www.youtube.com/watch?v=r_NNwGzj_gM,#브이로그 #오디오북 #책읽어주는남자
[월화 책여행] 손톱 먹은 쥐,2021-11-22,https://www.youtube.com/watch?v=hz1h2dZvA8g,#부산꿈샘 #월화책여행 #손톱먹은쥐
[월화 책여행] 재주 있는 처녀,2021-11-01,https://www.youtube.com/watch?v=PuUDhBSOERw,#부산꿈샘 #월화책여행 #재주
[생각을 바꾸면 세상이 바뀐다] 오디오북 책읽어주는여자 Korea Reading Books,2021-11-14,https://www.youtube.com/watch?v=LwRIvKFag88,#성공 #좋은습관 #책읽어주는여자 #오디오북
"배우 백윤식, '사생활 에세이' 책 출간한 전 연인과 '법정 공방' / JTBC 사건반장",2022-03-03,https://www.youtube.com/watch?v=EwAdo7AXUZ4,#사건반장 #오늘사건
"[에스더권 선교사의 성경에세이] 고난 없는 삶이 부럽습니까? 고난을 허락하시는 하나님의 진짜 속마음, 고난 속에 하나님의 음성듣기와 분별 I (신앙성장 영적원리 19)",2022-03-01,https://www.youtube.com/watch?v=a3anG7Sv9bk,
1미터 개인의 간격 / 내가 행복해지기 위한 최소한의 조건 / 오디오북 / 52분 / 책읽어주는여자 / 따뜻한책한잔 / 인문학,2021-08-13,https://www.youtube.com/watch?v=KIqsRzvqlbg,#따뜻한책한잔 #책읽어주는여자 #출근할때듣는 #자기전에듣는 #인문학 #행복의조건
"경북에세이 스케치북 - 안도현, 성석제, 김연수 / 안동MBC",2021-12-06,https://www.youtube.com/watch?v=C0YbQGYf1OY,
"말센스만 배워도 인간관계가 쉬워집니다👌｜흥분하지 않고 우아하게 리드하는 말센스, 셀레스트 헤들리｜책읽어주는여자, 잠들기전 ASMR",2021-11-16,https://www.youtube.com/watch?v=0pxuB0KNKt8,#책읽어주는여자 #오디오북추천 #책읽어주는라디오 #잠들기전한권의책 #오디오북 #말센스 #셀레스트헤들리 #대화법 #책낭독
자기계발서가 무의미하다는 당신에게,2022-05-19,https://www.youtube.com/watch?v=nX56RzKEZ88,#동기부여 #자기계발 #자기개발 #책추천 #자기계발서 #열정
인생책을 만나다 내가기도할이유 오디오북(2) 김석원박사 주기도문 Why I should pray(English subtitles available),2021-08-11,https://www.youtube.com/watch?v=5r9FdTHfJA0,#인생책을만니다 #오디오북 #내가기도할이유 #김석원박사 #주기도문
책 언박싱,2021-09-20,https://www.youtube.com/watch?v=7VwKfZI_Ug0,
부의추월차선 완결판 언스크립티드 / 짜여진 각본에서 탈출하라 / 오디오북 리뷰/ 1시간 30분 / 책읽어주는여자 / 따뜻한책한잔 / 부자되는 노하우,2021-08-24,https://www.youtube.com/watch?v=Y1sXbcrG38E,#따뜻한책한잔 #책읽어주는여자 #출근할때듣는 #자기전에듣는 #부의추월차선완결판 #부의추월차선언스크립티드 #부자되는노하우
