,title,date,url,hashtag
5167,엣지 있는 꾸안꾸룩! 데님 포켓 셔츠 원피스,2021-07-20,https://www.youtube.com/shorts/LUPs1Czh8J8,
11703,운동복 부자의🥊 최근 구매한 신상 운동복 하울(ft.쫀쫀 레깅스/상의/크롭티) Fashion Haul,2021-09-29,https://www.youtube.com/watch?v=a1XxHhBPFS4,#운동복하울 #필라테스 #요가 #헬스
5245,"[vlog::03] 구찌 전시회, 하얏트 테판, 카페 하이웨스트, 더 콘란샵",2022-04-15,https://www.youtube.com/watch?v=usTU2bl_Gfg,
3640,중세시대 코르셋 원피스 드레스 공주풍 복고 화이트,2022-01-17,https://www.youtube.com/shorts/enZCkenfnhc,
5895,니트 왜이리 이쁘죠? 가을 남친룩 필수!! 가디건 니트 추천 & 코디방법,2021-09-16,https://www.youtube.com/watch?v=RxdVBgVhKnc,#남자가디건 #남자니트 #니티드 #남자가을코디
12375,"𝙤𝙪𝙩𝙚𝙧 𝙡𝙤𝙤𝙠𝙗𝙤𝙤𝙠❄️ #협찬 157cm겨울 아우터 코디, 핸드메이드 코트, 울자켓, 폴라티 추천, 숏자켓, 오버핏,데일리룩 꾸안꾸,슬랙스,에잇세컨즈",2021-11-12,https://www.youtube.com/watch?v=v9fF95-4xos,#아우터하울 #겨울룩북 #에잇세컨즈
7982,눈물의 햐얀 와이셔츠,2022-05-29,https://www.youtube.com/watch?v=xk28wNmcbG8,
4201,실생활에서 옷태를 더 예쁘게 살리는 방법! '패션꿀템 5가지 추천!' 【패션꿀팁】,2021-10-26,https://www.youtube.com/watch?v=jKf-_fDqDBU,
4550,갓성비 팬츠 이건 꼭 추천드립니다.,2021-06-26,https://www.youtube.com/watch?v=IkrLYXS8UNc,#와이드팬츠 #인생팬츠 #바지추천
8203,패션 유튜버 후스타일이 소개하는 유니클로 셔츠 라인업,2022-02-24,https://www.youtube.com/watch?v=gEM4pt-bW3A,#유니클로 #라이프웨어 #셔츠 #셔츠코디
2146,[황이주 유세] 12년전 와이셔츠를 아직도 입고 있습니다,2022-05-28,https://www.youtube.com/watch?v=P-LpADs3gLA,
4477,아노락셋업(gray),2021-09-28,https://www.youtube.com/shorts/hHRql9-Ex3w,
10371,"100만원어치 자켓, 후디, 맨투맨 샀음ㅋㅋㅋ하 내가 이걸 왜 샀지",2021-09-18,https://www.youtube.com/watch?v=mDCbDVPP58w,
7321,남자겨울패션 여자패션 남성 여성 플리스자켓 점퍼 가을 겨울 패딩 재킷 따뜻한 데일리 한파 패피 스웨터 코트 니트 커플 티셔츠 후드티 오버핏 빅사이즈 루즈핏,2022-02-11,https://www.youtube.com/shorts/rLHUTJyFQFc,
3593,(eng)👖❤️‍🔥로우라이즈 팬츠 추천 리뷰 H&M/디키즈 874/지그재그/와이낫어스/이너뮤트 Low-rise jeans review,2022-05-22,https://www.youtube.com/watch?v=1JqYT9UuDqI,#로우라이즈 #로우웨스트 #데일리룩
4278,여성트레이닝바지 추천 판매순위 Top10 || 가격 평점 후기 비교,2022-05-02,https://www.youtube.com/watch?v=FyqNHZLM0HU,#잘빠진 #여성 #잘빠진 #버블돌 #토마토팩토리 #가비진 #토마토 #다몬딱 #가비진 #잘빠진 #여성트레이닝바지추천 #여성트레이닝바지가격 #여성트레이닝바지후기 #가성비여성트레이닝바지 #여성트레이닝바지순위
2823,크롭티 낭만,2022-03-30,https://www.youtube.com/shorts/hRttsjPWhuA,
12657,비단 테니스 스커트,2021-11-30,https://www.youtube.com/watch?v=qa_l7_tINSg,
5205,가장 기초적인 여름 패션실수 6가지 / 여름패션꿀팁,2021-06-01,https://www.youtube.com/watch?v=6gdWr-rhAwE,#여름패션 #남자여름코디 #패션실수
15126,플리츠스커트 추천 판매순위 Top10 || 가격 평점 후기 비교,2022-04-05,https://www.youtube.com/watch?v=VmKgNopUofs,#이푼아이 #나바바 #이힝 #가비진 #가비진 #잘빠진 #데일리앤 #나바바 #잘빠진 #양놀 #플리츠스커트추천 #플리츠스커트가격 #플리츠스커트후기 #가성비플리츠스커트 #플리츠스커트순위
7086,크롭티 추천 판매순위 Top10 || 가격 평점 후기 비교,2022-01-01,https://www.youtube.com/watch?v=hWxt_QWBkAw,#크롭티 #크롭티추천 #크롭티가격 #크롭티후기 #크롭티순위 #안다로미 #비엔엑스 #레몬티 #여성용 #빼빼
415,아이스 스판 밴딩 팬츠,2022-05-09,https://www.youtube.com/shorts/H5N3Vow2SB0,
12228,❄️🧥겨울 옷장 아우터  🥕당근마켓? 정리??(DKNY / 생로랑 / 단톤...),2021-12-01,https://www.youtube.com/watch?v=r4d_Fr2r3TY,#겨울옷 #당근마켓
11515,흑청 데님 애플워치 스트랩 / #shorts,2021-06-24,https://www.youtube.com/shorts/0E9r5fC-AE0,#애플워치스트랩 #애플워치데님스트랩 #애플워치밴드 #애플워치줄질 #애플워치 #애플워치 #애플워치 #애플워치 #애플워치 #플러
12590,💚핫신상 디테일🤍오버핏 반팔티 & 레더스커트 #shorts #봄코디 #꾸안꾸룩,2022-04-07,https://www.youtube.com/shorts/_OHGocedT1Y,#체커보드 #토트백 #루즈핏반팔티 #레더스커트 #롱부츠코디
12701,청치마 푸들,2022-04-03,https://www.youtube.com/shorts/S_aKTkFF0HM,#댕팔 #댕댕이 #댕댕이그램 #냥냥이 #애옹이 #고양이 #멍뭉이 #강아지 #반려동물 #반려견 #반려묘 #펫스타그램 #집사 #집사일상 #산책 #산책그램 #동물 #소통 #선팔 #맞팔 #좋아요 #팔로우 #동물스타그램 #애니멀 #냥이 #고양이 #집사그램 #소통해요 #강아지 #사료 #애완견침대 #간식 #간식스타그램 #애완견간식 #고양이간식 #강아지간식 #캣 #독
15136,"#핑크 #쉬폰블라우스, #연청 #스커트 ♡♡",2021-08-01,https://www.youtube.com/shorts/fJ83Z7xv9Dg,
6469,"ENG) [아랫배] 겨울 저렴이 아이템 하울~🌚지그재그, 에이블리 언박싱! 장갑, 베레모, 바지 etc...❤️",2022-01-30,https://www.youtube.com/watch?v=3mItKyttcQ0,#언박싱 #쇼핑하울
3246,광고 셔츠원피스 나만 알기 아까운! 소개해요 추천 TOP10,2022-05-02,https://www.youtube.com/watch?v=1hOAHRvyLEw,#비비에모 #영애씨옷장 #봉봉스토리 #데님 #아피나르 #바블링브룩 #리더스타 #르엠마 #슬림해
5573,[V-log] 실습 브이로그🦷 | 카페 하이웨스트 익선점 | 을지로 쭈꾸미 | 청계천 산책,2021-09-15,https://www.youtube.com/watch?v=yqetJiQ4He8,#대학생브이로그 #브이로그 #일상브이로그 #실습브이로그 #비대면수업 #비대면실습
8603,리치 코튼 카라 맨투맨,2021-09-21,https://www.youtube.com/shorts/Y0ca9Ttn5EI,
5767,크롭 집업 패드 견장 야상 라이더 자켓 3Color - 블랙,2021-09-08,https://www.youtube.com/shorts/KM_ttDtON4Q,
10184,"vlog,데일리룩(던스트 코트,트위드자켓,보테가베네타 카세트백 미니)l하객룩lCOS,자라,H&Ml코이무이,포이어,앤아더스토리즈,시야쥬,토즈로퍼l두피관리(닥터포헤어),호캉스l겨울코디",2021-11-19,https://www.youtube.com/watch?v=mInx4dk-SaE,
456,"반바지, 블라우스, 티셔츠, 스트라이프 셔츠 여자 여름 옷 추천,코디",2022-04-28,https://www.youtube.com/watch?v=vgfsD1lpefk,#반바지 #블라우스 #티셔츠 #스트라이프셔츠 #체크조끼 #바람막이 #기모바지 #스판바지 #기모티셔츠 #사계절셔츠 #폴라티 #머리핀 #양말 #청바지 #코듀로이 #스트라이프 #목도리 #반집업 #원피스 #패딩바지 #누빔바지 #맨투맨 #니트 #양털점퍼 #리버시블점퍼 #티셔츠 #베스트 #후드점퍼 #밍크자켓 #슬링백구두
11066,하체비만 똥배 완벽커버‼️ 통통이 롱스커트 추천 (+봄버전 7종),2022-03-06,https://www.youtube.com/watch?v=i7Hxo0KidxI,#롱스커트 #통통이 #패션하울
15579,"[LOOKBOOK] 누구나 입기 쉬운 포인트 아이템 겨울 룩북👀👖| 겨울룩북, 데일리룩, 패션하울, 데이트룩, 겨울코디",2021-12-10,https://www.youtube.com/watch?v=5S1p64b1DQk,#월하 #겨울룩북 #패션룩북
12917,"vlogㅣ2박3일 제주여행🍊ㅣ편하면서 예쁜 옷이 최고✌️ㅣ우알롱, 그로브, 츄바스코, 벤시몽, LAP, 나이키, 오소이, 메르헨ㅣ서귀포여행, 여름옷 코디, 여행룩, 데일리룩",2022-05-16,https://www.youtube.com/watch?v=o-s7RCzm3MQ,
11344,DIY Upcycling a knit|니트 리폼|스웨터|sweater|Cardigan|가디건|Reform Old Your Clothes|안입는옷|Refashion|옷수선|옷만들기|,2021-11-16,https://www.youtube.com/watch?v=6MwBF3_qbFU,#쉬운리폼 #핸드메이드 #쉽게만들기
9651,하늘 아래 똑같은 체크는 없다구! | 오마이핏 #Shorts,2021-08-19,https://www.youtube.com/shorts/bCVUOEJpt9k,#체크셔츠코디 #캐주얼룩 #클래식룩 #중년패션
9717,2022년 여름자켓 판매 추천순위 top10 리뷰 평점 가격 순위 비교,2022-05-22,https://www.youtube.com/watch?v=QKQNRSkZpp8,#데일리앤 #레이디 #남성용 #더유니크제이 #베이직 #더마인드 #중년 #데일리앤 #헤이슈
16087,안 입는 청치마를 버리지 마세요. | 안 보시면 후회합니다. 제 말 믿고 보시죠.,2022-02-20,https://www.youtube.com/watch?v=fJ4RcS7Tnqg,#치마 #옷만들기 #리폼
3404,후드집업녀의 힘숨찐 #shorts,2021-12-24,https://www.youtube.com/shorts/U4zQAq0n9fk,
5063,쾌석건조 고급 바다 민물 9컬러 여름 작업 낚시 조끼 여름 시즌 계절 남자 빅사이즈 조끼,2022-01-03,https://www.youtube.com/shorts/MFnT2H_7LLo,
13219,Q1050632 하트 청치마 미니 스커트 A라인 데님치마,2021-09-28,https://www.youtube.com/watch?v=u1mD-Z0b71E,
7651,가성비 좋은 여름 반팔티 7가지 추천드립니다,2022-05-06,https://www.youtube.com/watch?v=j14lCO9m39Y,#티셔츠추천 #여름남자코디 #비전스트릿웨어
13431,겨울 포근이 꽈배기 패턴 긴팔 롱 니트 원피스,2021-12-02,https://www.youtube.com/shorts/78cTLbqQmMw,
10331,[DIY] 남자 셔츠로 예쁜 블라우스 만들기/옷리폼/Make a pretty blouse with men's shirts,2021-12-17,https://www.youtube.com/watch?v=OSJ2W-AYcGA,
16252,"룩북) 6가지 겨울 데일리 룩북 [6 Winter Lookbook☃️} 겨울점퍼,겨울코트,겨울니트,겨울부츠,꾸안꾸룩,조거팬츠,맨투맨코디,스웨터코디,청바지코디,치마코디",2021-11-24,https://www.youtube.com/watch?v=NIZPw8zJ-C4,
11293,미니원피스도 사랑입니다.,2022-05-20,https://www.youtube.com/shorts/h7ovHjKob_k,
9985,Sexy... 꾸안꾸 🔥 여름 쇼핑은 여기서 !! 키작녀 여름 코디 / 캘빈클라인 청바지/ 여자 여름 룩북 / 여름 기본티 / 데일리 가방 추천,2022-05-22,https://www.youtube.com/watch?v=rPt6iIIcP4I,#여자여름코디 #키작녀코디 #꾸안꾸
86,피엘라벤 운행용 자켓 비교 | 하이코스트 윈드 자켓 VS 아비스코 미드서머 자켓 | Fjallraven Wind jacket VS Midsummer Jacket,2022-05-02,https://www.youtube.com/watch?v=I9F3uFKF9VE,
11859,"[마이 에센셜] 그레이의 플렉스? 아니! 원래 집에 있던 거 들고 온 건데요? COOL한 그레이의 마이 에센셜 (오데마피게, 롤렉스, 원소주, 루이비통, 그레이, GRAY)",2022-05-25,https://www.youtube.com/watch?v=PQ_C1se38n4,#그레이 #오데마피게 #플렉스 #원소주 #마이에센셜
7486,진짜! 인기있는! 여성가죽자켓 비교 추천 TOP10,2021-12-19,https://www.youtube.com/watch?v=7ul_IGBZzAU,#타니즈 #엠마돈 #머머다 #데일리 #오버사이즈 #이제자켓 #레이디볼륨 #옷싸구 #패션 #클라비스
14341,스퀘어 프릴 원피스 (007 봉제편) How to sew Square ruffle one-piece,2021-07-30,https://www.youtube.com/watch?v=NfnXKa3waFg,
14081,슬림하게 여리핏을 만들어주는 컬러별 소장각 탑❤️,2021-09-28,https://www.youtube.com/shorts/_zCBjZ7_DXc,#스위트글램
5286,크롭티 레전드,2021-12-13,https://www.youtube.com/shorts/3v1b97A9dkc,
1192,"겨울룩북) 6 winter outfit 겨울 아우터를 입는 법❄️ 뭘 좋아할지 몰라서 다 가져왔어요 | 르917, lo61, 르로브 |무스탕, 더플코트, 떡볶이코트 | 패션하울",2021-12-19,https://www.youtube.com/watch?v=OXVMDYfoJRQ,
15386,2022년 만족도 높은 겨울원피스 비교 추천순위 TOP10,2022-01-14,https://www.youtube.com/watch?v=-CGLYYYMzco,#대박난박양 #투디 #아이엠수 #떳다그녀 #이힝 #르엠마 #오르네트 #제니트가을 #미쏘
4095,애솔  - 테크 가먼츠 오버핏 자켓,2021-08-31,https://www.youtube.com/shorts/QZcqOjgFAdc,
14956,버닝 머슬 골지 긴팔티 (7color),2021-09-15,https://www.youtube.com/watch?v=6Mv076IGxqc,
8147,"살다살다 제가 크롭을 다 입네요,,, [여름에 입을 옷 코디 영상! : 세로코디] 0zoo 영주",2021-07-12,https://www.youtube.com/watch?v=dv_Mw_fZQH4,
13765,광고 쉬폰원피스 좋은 제품만! 정리해 봤어요 추천 TOP10,2022-05-16,https://www.youtube.com/watch?v=GSRQMjV1zys,#페이퍼먼츠 #발코니 #페이퍼먼츠 #페이퍼먼츠 #린넨 #유숀 #아뗄릭 #아뗄릭
1946,포에버영띵 자체제작 수트셋업 프라하 블레이저 자켓,2022-02-17,https://www.youtube.com/shorts/VLqz-Q-cEro,
6219,2021 숏패딩 추천 10가지! 이 영상으로 겨울 걱정 끝,2021-11-01,https://www.youtube.com/watch?v=ugAvCF082PA,#아우터 #숏패딩
15997,가을에 입기 좋은🍂 체크 롱스커트 코디_헤이리블,2021-08-30,https://www.youtube.com/shorts/2ss_hn3H_n8,
4361,"여름 코디, 기본 템 세가지만 있으면 됩니다. 반팔, 크롭티, 반바지 ! 편집하다 깔별로 다 사버린 기본템을 공개합니다 😘┃여름 반팔, 여름 크롭티, 오버사이즈 티, 반바지┃",2021-06-16,https://www.youtube.com/watch?v=F5F1oXodK7g,#여름코디 #반팔 #반바지
7914,SS 라이트 데님 와이드 팬츠 스타일링 코디,2022-05-04,https://www.youtube.com/shorts/jvv9_RpLUFs,
16323,4K 룩북_남심 저격😍 여름 바캉스룩 🐋_Summer is coming_핫한 여름 룩북_바캉스 코디_썸머룩_lookbook,2022-06-01,https://www.youtube.com/watch?v=O---mFqZuXQ,
13904,(할인코드) 155cm 키작녀 봄코디🌼 역대급 룩북! 역시 내가 좋아하는 봄이햐🐰💗,2022-02-13,https://www.youtube.com/watch?v=WotBmJbSaos,#봄룩북 #키작녀코디 #데일리룩
6148,데일리앤 플리츠 뷔스티에 스트링 롱 원피스 드리밍,2022-04-21,https://www.youtube.com/shorts/Lg8E8x8skmg,
12656,Q1050621 여성 청롱치마 루즈핏 A라인 밴딩 롱데님스커트 앞트임,2021-09-28,https://www.youtube.com/shorts/k4oiqYq2fPw,
14220,인형옷 만들기/카라원피스 완성했어요/making doll clothes/sewing by hand,2022-02-04,https://www.youtube.com/watch?v=ZKTxqpFeBUU,
5292,선물 준비중 이라면 이 영상보고 정하세요 [10~30만원],2021-12-23,https://www.youtube.com/watch?v=j0CxBPvep7M,#여자친구선물 #크리스마스선물 #기념일선물
1289,나만 알고싶은 느낌있는 반바지 브랜드 모음,2021-06-30,https://www.youtube.com/watch?v=87DHcCbGe9Y,#반바지 #세터 #오버캐스트
15167,민채 블랙 탑&블랙 미니스커트 촬영 UMC MOTORSHOW,2022-05-14,https://www.youtube.com/watch?v=b_2l9eQnEzk,
6840,청바지 5일 데일리룩 (연청 중청 진청 흑청),2022-04-02,https://www.youtube.com/shorts/0Z6dVffOPxA,
11169,Elieli Style / 프릴 블라우스 좋아하나?,2021-12-04,https://www.youtube.com/watch?v=-ltCOf6W-R0,#무료패턴
109,리리옷장💃🏻 66/77사이즈 가을 롱원피스 코디 룩북💕,2021-08-21,https://www.youtube.com/watch?v=Moz_Ptm2_90,#원피스맛집 #루즈핏원피스 #롱원피스 #원피스코디 #젊줌마원피스 #룩북 #리리옷장 #자체제작원피스
3866,스트링조거. 린넨 밴딩 팬츠 (3color),2021-06-21,https://www.youtube.com/shorts/F-q9wxb_rKQ,
599,"[코미코] 인생 2회차 디자이너, 여왕의 코르셋을 벗기다!?👰 #여왕쎄시아의반바지",2022-02-17,https://www.youtube.com/watch?v=kKK_HPe4ICE,#코미코 #로맨스판타지
7347,여름에도 린넨자켓을 입어야되는 이유 (Feat.남자여름코디),2021-06-03,https://www.youtube.com/watch?v=tJs54L6Xz_s,#리넨자켓 #린넨자켓 #남자여름코디
14591,아줌마 브이로그 / 주부 일상 / 줌바댄스로 홈트하기 (ft. 테니스 스커트-2),2021-07-02,https://www.youtube.com/watch?v=fkL_AdaKwVY,#아줌마 #홈트
4508,HDC220802 자체제작 소프트 화이트 울 캐시미어 롱코트,2021-11-17,https://www.youtube.com/watch?v=DSHfIwYVwps,
10121,66size 통통녀 여름코디 룩북!💙 162cm 68.7kg..ㅎㅎ,2021-07-15,https://www.youtube.com/watch?v=cYu_ud3z48k,#쇼핑몰 #룩북
13890,광고 티셔츠 나에게 필요한! 소개해요 추천 TOP10,2022-05-06,https://www.youtube.com/watch?v=rB8HQA0Ujd0,#네파키즈 #포이즌 #남녀공용 #어반플리커 #로지 #제이에이치스타일
13880,"2단계 동손 - 안보면 진짜 후회되는 신기한 랩 치마 바지 If you don't look at it, you'll regret it",2021-09-13,https://www.youtube.com/watch?v=gj1dB_HKwiI,
1965,"유행을 타지 않는 블라우스,쟈켓코디/유행은 돌고 돌아요!",2021-11-18,https://www.youtube.com/watch?v=MEIQbT0wcbU,#중년패션 #중년옷 #겨울옷 #린넨자켓 #겨울 #겨울
4965,스텐드바이 남자 오버핏 무지 맨투맨,2021-09-05,https://www.youtube.com/watch?v=89txaiJxZGw,
4504,최강의 『날먹』 스킬 보스가 바보됨ㅋㅋㅋㅋㅋㅋㅋ,2022-03-27,https://www.youtube.com/watch?v=zAardNn4oHo,#메이플 #메이플스토리 #명훈 #명예훈장
3664,"나이키 신발추천 & 코디 (와플원,에어포스원,킬샷,조던,나이키사카이)",2021-07-05,https://www.youtube.com/shorts/7rjGtXkAAP4,
12182,내가 요즘 가장 즐기는 내츄럴한 남자 코디 추천,2022-03-03,https://www.youtube.com/watch?v=hFwBk5W7l2U,
12311,편하고 예쁜 블라우스 만들기/ Make a comfortable and pretty blouse,2022-03-25,https://www.youtube.com/watch?v=Q50IZObETEg,
16060,"180721 에반스라운지 콜라보 무대 (일레인, 최정윤, 코듀로이)",2021-06-12,https://www.youtube.com/watch?v=oXAp9eaTpKg,
5282,157cm.봄 개강룩(꾸안꾸정석)/셔츠4가지/트위드자켓/레더자켓/COS/던스트/게드/지그재그/넘버링/앤니즈/니어웨어/아보네/폴뉴아,2022-03-13,https://www.youtube.com/watch?v=68qSWywNZK0,
2998,옷 사기전에 보자! 나에게 어울리는 브랜드추천  [1편],2022-01-22,https://www.youtube.com/watch?v=nQKNfRgfASY,#국내브랜드
3586,[프리파니] 젤리 부츠컷 슬랙스 (2022 봄 ver.),2022-03-03,https://www.youtube.com/shorts/y1tyZa7l8jA,
6532,☃️겨울 아우터 추천 ㅣ 아위 핸드메이드 코트 숏패딩 롱패딩 데일리룩 ㅣ 월간직잭 지그재그,2021-12-27,https://www.youtube.com/watch?v=lgBLplsStfU,#월간직잭 #아우터 #겨울코디 #지그재그 #아위 #슬로우앤드 #클라비스 #베베체 #겨울코디 #핸드메이드코트 #롱코트 #숏코트 #롱패딩 #숏패딩 #나이키 #에어포스 #데일리룩 #룩북
3481,"가을아우터 생각중이라면, 이 영상보고 정하세요",2021-09-14,https://www.youtube.com/watch?v=s1u4FX8yEoc,#아우터 #가을패션 #살깡말깡
16286,"잇수다 신상 가을 룩북🍂 가디건, 니트조끼, 멜빵바지 데일리룩│여자 가을 코디 추천💕",2021-08-23,https://www.youtube.com/watch?v=SZ774paFqzM,#가을룩북 #여자가을코디 #가디건 #니트조끼 #멜빵바지 #데일리룩 #데일리코디
3849,코디에 감성을 더해줄 치트키 바지! 👖 '예쁜 바지 모음 2편' (세터/메종미네드/비슬로우) 【쇼핑디렉터】【유료광고】,2022-01-29,https://www.youtube.com/watch?v=g37cm8sBXEw,
10168,광고 모조에스핀 우리집에 필요한! 소개해드려요 추천 TOP10,2022-05-18,https://www.youtube.com/watch?v=yXYDQqaBBEc,#대박난박양 #모조에스핀 #모조에스핀 #데일리 #씨씨 #모조에스핀 #대박난박양 #모조에스핀 #모조에스핀
6733,가을에 하나만 입어도 포인트가 되는 남자 니트 (feat. 메종미네드) +최저가 할인 딱 22일까지!,2021-09-18,https://www.youtube.com/watch?v=aOtmeL7B8mE,#메종미네드 #니트 #남자패션
954,162cm 51kg 최애 일자데님 몽땅 소개합니다💙 데님하울,2021-11-01,https://www.youtube.com/watch?v=CXUtpsC7m9M,#데님하울 #일자데님 #패션하울
6439,"패션회사 겨울 출근룩 2탄 ☃️✨ 롱코트 코디부터 밀리터리 워크웨어, 힙스터룩까지! 질샌더 l 아크네스튜디오 l 아모멘토 l 셀린느 l 프라다 l 포터 l 자라 l 끌로에 🎄",2021-12-27,https://www.youtube.com/watch?v=lrAy_N33XbY,#데일리룩 #겨울코디 #겨울출근룩 #코트추천 #패션회사 #출근룩 #워크웨어
5190,류호정 패션 이번엔 멜빵바지 노동자 작업복 유래 경북신문TV,2021-06-24,https://www.youtube.com/watch?v=vUI64uRIwM8,#정의당류호정의원 #류호정멜빵바지 #류호정패션 #경북신문
3370,(eng) Spring Fashion Haul 🎾👛 봄맞이 16가지 아이템들 (던스트/소프트서울/헤더먼트/파사드패턴/구아슈/레이브・・) | dear.jerry,2022-03-27,https://www.youtube.com/watch?v=jLA_VioAJac,#봄패션하울
12818,"에이블리에서 저렴하고 이쁜 가을 옷 왕창 사봄! 리뷰/하울 [니트,가디건,부츠,모자,악세서리 등]",2021-10-04,https://www.youtube.com/watch?v=XAEjru5vJlI,#에이블리 #가을코디 #가을쇼핑
14244,타이트한 미니스커트를 보여주며,2022-05-02,https://www.youtube.com/watch?v=9uT0HqnAgUI,
8743,"𝐇𝐚𝐮𝐥 여름 필수템☀️8가지 브랜드 반팔 티셔츠⛱기본템으로 좋은 핏 예쁜 반팔티 패션하울 (마르디, 리올그, 와이케이, mmlg, 커버낫, 게스)여름 데일리룩 코디, 룩북",2021-07-06,https://www.youtube.com/watch?v=JBm-hecw1uM,#패션하울 #여름룩북 #반팔티하울
12533,#봄옷 #택배깡 #하울 #09 #생선 #에이블리 생일 선물로 에이블리에서 산 봄옷을 뜯어봤어용! 📦,2022-04-11,https://www.youtube.com/watch?v=t9ml0Fu-BzU,#택배깡 #택배 #하울 #에이블리 #봄옷 #생선
12660,Vlog | 헌터레인부츠 | 마지막 봄옷쇼핑•여름준비 | 비알레띠 모카포트 | 포켓몬빵 띠부띠부씰 | 쉬림프로제파스타 | 일상브이로그,2022-03-19,https://www.youtube.com/watch?v=7oC9pNTrnSU,#헌터레인부츠 #헌터레인부츠오리지널플레이톨 #비알레띠 #봄옷쇼핑 #일상 #일상브이로그 #바나나수 #바나나수브이로그
7367,올가을 스트라이프티는 딱 3개만 추천!,2021-09-09,https://www.youtube.com/watch?v=PvP9Um1oq4U,#스트라이프 #기본템 #남자패션
15357,"Simple Retro와 함께하는 봄 데일리룩! | ootd, 봄원피스, 봄 코디",2022-04-23,https://www.youtube.com/watch?v=KJfDrVk5ODE,#류수정 #봄코디 #심플레트로
10922,지금 날씨에 딱 하기좋은 꾸안꾸 유리알 투명 메이크업🫧,2022-05-28,https://www.youtube.com/watch?v=jXlfpx6Wmtk,#투명메이크업 #쿨톤메이크업 #꾸안꾸
13412,기모쭈리 후드 머메이드 원피스만들기,2021-12-22,https://www.youtube.com/watch?v=91ADpesuwBE,#기모원피스 #후드원피스 #머메이드 #앱 #신체계측 #신체치수 #쇼핑 #마케팅 #홍보 #트렌드 #패션 #의류
427,오색찬란 데님 와이드 팬츠 - 행자 모델,2022-01-28,https://www.youtube.com/shorts/5o-kSC8o1-U,
16452,가죽치마 레더스커트 검스 검은스타킹,2022-01-11,https://www.youtube.com/watch?v=Izw3cHqoRUk,
13422,흰색 테니스치마가 잘 어울리는 그녀  #shorts,2022-04-05,https://www.youtube.com/shorts/ewzgQQwQ4J8,
10399,낙낙하게 와이셔츠 110 사이즈도 있어요 8330원 무배 #shorts,2022-03-20,https://www.youtube.com/shorts/mkjaFESMgiU,
2246,Sub) 한해를 보내는 마지막 캠핑🎂 | 여자 솔로캠핑 | 진청 이마트 더빌리지 캠핑장 | 이그니스L | 반려동물동반 | 동계캠핑,2022-01-11,https://www.youtube.com/watch?v=GhIncPX9XLk,#여자솔로캠핑 #진천더빌리지 #이그니스
2406,"코르셋 스우시 와플시퀀스 [요가꿈나무](플라잉요가,flyingyoga,aerialyoga)",2021-07-28,https://www.youtube.com/watch?v=d8sYZ_q2SgY,
13256,화니의 트왈 후드 트렌치 / Hwani's (Toile-Print)Hooded Trench Coat,2022-04-08,https://www.youtube.com/watch?v=7THslbRXXLc,
1129,트위드 자켓 왜 이렇게 핫해? 한 끗 차이로 잘 입는 법✔️,2022-03-13,https://www.youtube.com/watch?v=UPgTFdKrpNA,#트위드자켓 #봄아이템 #기본템 #쇼핑추천 #코디 #트위드자켓코디 #패션 #패션스타일리스트 #패션디자이너 #패션유튜버
8635,여름 필수템! 무지 반팔티&니트 추천!,2022-05-22,https://www.youtube.com/watch?v=yg2ZDV9tMR8,
7067,"바시티자켓,캠퍼스룩 코디 / 173cm / 67kg #shorts",2022-02-07,https://www.youtube.com/shorts/pE_MPojmESY,
13197,섹시 예린 치마,2022-05-27,https://www.youtube.com/shorts/Z0SesC6SdsU,
7564,(4K 고화질 세로영상) 한국에서 유행하는 후방주의 원피스 룩북 챌린지8 LOOKBOOK,2022-04-30,https://www.youtube.com/watch?v=scyiJBRhIFA,#속옷룩북 #남심저격 #졔졔룩북
1871,비싼 작업복 바지! 잘못 고르면 피눈물 납니다! 볼디스트 워크웨어 찐리뷰! 작업복이야? 일상복이야?,2022-03-25,https://www.youtube.com/watch?v=URZ1BLowcBo,#볼디스트 #볼디스트워크웨어 #볼디스트작업복 #나눔템플릿
9146,죽여주는 스키니진,2022-04-27,https://www.youtube.com/shorts/m_EavVR9kjk,
12357,[세로룩북] 라라 플라워 미니원피스 여성의류쇼핑몰 마를리,2022-03-29,https://www.youtube.com/shorts/5pNKuzjPuNw,#룩북 #원피스 #마를리 #여성의류쇼핑몰
9121,"급 추워진 날씨엔 레이어드 코디❄️ | 셔츠, 자켓, 맨투맨, 니트 | 안체라 ahncera",2021-10-19,https://www.youtube.com/watch?v=HJdUOSb_7EU,#늦가을룩북 #레이어드코디 #추운날씨코디 #겨울코디
10426,"[ep.16]브랜드 반팔 티셔츠가 2,500원이라구요? / 여름 반팔티, 기본 반팔티, 티셔츠 추천",2021-07-08,https://www.youtube.com/watch?v=Pfw9AATE_50,#추천 #여름티셔츠 #기본티셔츠 #디자이너
1039,뷔스티에 레이스 나시 원피스,2022-01-17,https://www.youtube.com/shorts/4I_djopTzDE,
16022,"존예ㅇㅈ? 힙+러블리+유니크 가성비 쇼핑몰 발견함!🤟🏻봄 옷 14개 하울[긴팔,치마,악세서리 등] 요기옷때-바이너리원",2022-03-01,https://www.youtube.com/watch?v=nmOxyFz7tJw,#봄옷하울 #유니크쇼핑몰 #바이너리원
16036,패턴 없이 쉽게 만드는 직사각형 블라우스 / 사각형 날개소매 블라우스,2021-10-13,https://www.youtube.com/watch?v=z8JqE1MSwSE,
