,product_name,price,review,likes,views,total_sales,type
73,와이드 밴딩 슬랙스_Gray,"37,500원 26,250원","4,649","7,182",3.3천 회 이상,2.1천 개 이상,슈트팬츠/슬랙스
74,[드로우핏X깡스타일리스트] 밴딩 와이드 슬랙스 [L.BEIGE],"60,000원 49,800원",75,"1,675",1.6만 회 이상,500개 이상,슈트팬츠/슬랙스
75,세미 와이드 히든 밴딩 슬랙스 [네이비],"32,900원","1,322","1,715",1.3만 회 이상,2.5천 개 이상,슈트팬츠/슬랙스
76,스키니 히든 밴딩 크롭 슬랙스 [블랙],"32,900원","3,805","6,286",4.6천 회 이상,3.4천 개 이상,슈트팬츠/슬랙스
77,투턱 와이드 슬랙스 [그레이],"59,000원 42,000원","1,722","6,403",1.3만 회 이상,4.2천 개 이상,슈트팬츠/슬랙스
78,와이드핏 슬랙스 [블랙],"59,000원 39,900원","3,644","7,968",8.7천 회 이상,3.7천 개 이상,슈트팬츠/슬랙스
79,세미 와이드 히든 밴딩 슬랙스 [라이트 그레이],"32,900원","1,544","2,248",8.5천 회 이상,2.2천 개 이상,슈트팬츠/슬랙스
80,와이드 이지 밴딩 크롭 슬랙스 [블랙],"29,900원 25,390원","1,805","4,003",5.5천 회 이상,4.9천 개 이상,슈트팬츠/슬랙스
81,[구교환 착용 상품] 세미 와이드 슬릿 히든 밴딩 슬랙스 [미디엄 그레이],"32,900원","2,352","3,101",4.6천 회 이상,2.6천 개 이상,슈트팬츠/슬랙스
82,와이드 린넨 밴딩 팬츠 블랙,"49,000원 39,400원",781,"3,953",1.6만 회 이상,2.2천 개 이상,슈트팬츠/슬랙스
83,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],"32,900원","2,472","4,452",7.5천 회 이상,4.9천 개 이상,슈트팬츠/슬랙스
84,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],"32,900원","2,059","2,816",7.8천 회 이상,3.1천 개 이상,슈트팬츠/슬랙스
85,세미 와이드 히든 밴딩 슬랙스 [베이지],"32,900원","1,393","3,927",1.5만 회 이상,4천 개 이상,슈트팬츠/슬랙스
86,[그린] 리사이클 투 턱 와이드 히든 밴딩 슬랙스 [블랙],"43,900원",66,862,2만 회 이상,600개 이상,슈트팬츠/슬랙스
87,라이트웨이트 와이드 히든 밴딩 크롭 슬랙스 [블랙],"32,900원","1,720","2,739",4.7천 회 이상,3천 개 이상,슈트팬츠/슬랙스
88,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],"32,900원","4,848","6,376",1.2만 회 이상,6.1천 개 이상,슈트팬츠/슬랙스
89,쿨 린넨 와이드 벨티드 슬랙스 [GREY BEIGE],"69,000원 62,100원",360,"2,218",1.3만 회 이상,1.2천 개 이상,슈트팬츠/슬랙스
